chrom	start	stop	gene_name
5	79175584	79387082	MTX3
2	171569723	171817661	GAD1
2	227929281	228279508	COL4A3
6	149970579	150232556	PCMT1
2	149794621	150171776	LYPD6B
21	45453487	45665605	C21orf33
21	30328126	30546118	CCT8
4	89083315	89305921	PPM1K
13	33829343	34350905	LINC00464
9	100645638	100878225	ANP32B
1	150920216	151124462	C1orf56
6	3124517	3331964	TUBB2B
9	74426426	74700970	C9orf85
21	45038975	45294151	PDXK
4	79597496	79937526	BMP2K
1	85684168	86144046	DDAH1
17	37308897	37657898	FBXL20
22	35676354	35890207	HMOX1
2	112933171	113197640	ZC3H6
17	56497616	56718062	SEPT4
12	123004824	123315390	HCAR1
9	95609733	95898518	FGD3
17	19181034	19386857	MAPK7
10	90629553	90875542	FAS
3	52747298	52974278	MUSTN1
19	4204591	4423843	FSD1
15	90107596	90322658	PLIN1
19	46293285	46505862	MYPOP
12	69879114	70095350	CCT2
12	53504354	53726764	RARG
17	40028439	40269715	DNAJC7
3	189923490	190140264	CLDN1
6	26358150	26576849	BTN2A1
1	226985237	227275246	ADCK3
4	950038	1207350	RNF212
1	39230175	39447289	GJA9
2	233462009	233825285	GIGYF2
7	35656055	35874497	AC018647.3
16	2185817	2388712	DNASE1L2
5	52291512	52505893	MOCS2
22	29801868	30051205	THOC5
9	102568915	102832618	STX17
7	151732010	152233090	MLL3
4	4249867	4520785	NSG1
16	46637281	46837937	RP11-480G7.1
19	7499038	7726653	PNPLA6
2	215696266	216103151	ABCA12
13	41931695	42145018	RGCC
12	48776286	48990295	C12orf54
12	104282762	104557961	GLT8D2
16	74807468	75134071	WDR59
8	56585701	56838007	TGS1
4	175104828	175354531	CEP44
3	176637143	177015261	TBL1XR1
1	16442404	16643823	ANO7L1
10	93070096	93374586	HECTD2
5	138577276	138805406	PAIP2
7	112620468	112827833	GPR85
5	176765504	176974700	RP11-1334A24.4
5	180581417	180788119	TRIM52
21	43973746	44295619	PDE9A
1	180841861	181092047	STX6
12	56410370	56611727	RPL41
12	57884957	58097198	PIP4K2C
2	242332089	242549145	STK25
12	108026643	108255049	PRDM4
15	66528544	66779084	TIPIN
9	78900433	79109433	RFK
7	36793961	37588852	ELMO1
14	88076763	88438635	RP11-1152H15.1
12	99020235	100478432	ANKS1B
19	7487496	7698894	MCOLN1
4	125485207	125733887	ANKRD50
6	31594815	31798394	DDAH2
4	5649811	5994785	CRMP1
11	59473608	59678345	MRPL16
20	62189163	62428416	RTEL1
14	75999968	76521421	TTLL5
21	45648827	45859285	C21orf2
20	44646911	44858502	CD40
1	180144515	180572089	ACBD6
15	28847100	29083530	RP11-578F21.5
12	54352038	54616018	RP11-834C11.3
6	31544461	31751817	LY6G5C
16	2816349	3017619	LA16c-325D7.2
6	31906042	32109447	CYP21A2
2	27751114	27974375	GPN1
9	4453386	4766674	SPATA6L
15	81193295	81396342	MESDC1
2	113027669	113292065	RGPD8
19	49958970	50183813	NOSIP
6	108781038	109105977	FOXO3
16	1888211	2093327	MSRB1
20	22959986	23166977	CD93
16	29816333	30038356	KCTD13
6	17515269	17806818	NUP153
1	205782176	206012588	SLC26A9
7	140324943	140724564	BRAF
3	8443393	8709805	LMCD1
20	36949235	37163996	RP4-564F22.2
17	53728340	54020191	PCTP
12	113276157	113511054	OAS3
19	53566552	53796619	ZNF665
8	38032544	38339790	WHSC1L1
2	68258370	68588362	PPP3R1
8	79649764	79852757	RP11-79H23.3
3	136565072	136829927	IL20RB
5	68756035	68990550	GTF2H2C
1	49093195	49344275	BEND5
19	2741433	2960472	ZNF555
16	8956563	9160847	RP11-77H9.8
16	30003635	30208236	YPEL3
10	124508594	124739157	FAM24B
13	24634861	24996096	SPATA13
19	35914269	36119253	SBSN
10	69765912	70071774	MYPN
17	69926432	70134889	RP11-84E24.3
7	2477511	2695361	BRAT1
19	14700613	14944557	ZNF333
1	118312037	118572253	GDAP2
6	99954606	100163454	PRDM13
4	38673860	38884611	TLR10
21	26441745	26806139	AP000233.4
12	93699449	93936038	UBE2N
6	99780190	100069604	USP45
19	50920149	51171302	LRRC4B
17	29148698	29386340	ADAP2
17	26941299	27145447	RAB34
19	48699714	48925130	CCDC114
8	17004080	17259936	VPS37A
9	79692269	80136457	VPS13A
16	70107225	70321264	CLEC18C
6	36455311	37032613	PI16
3	120215156	120421347	NDUFB4
11	47486888	47706114	NDUFS3
16	30807928	31014881	CTF1
5	149240300	149473018	SLC26A2
17	72437247	72642282	CD300C
14	31859162	32430430	NUBPL
16	71819136	72062913	IST1
5	135264584	135499507	TGFBI
14	35907558	36378510	RALGAPA1
15	83409838	83754661	HOMER2
8	96157147	96381429	C8orf37
10	72138564	72428205	KIAA1274
19	7923458	8170529	ELAVL1
9	139842550	140048497	ENTPD2
6	29423406	29701753	GABBR1
15	71073681	71285124	THAP10
15	90688645	90889043	RP11-697E2.4
5	148771760	149031007	CSNK1A1
4	75758305	76075325	PARM1
12	49482519	49767116	TUBA1C
1	42746466	42980850	RIMKLA
22	42370255	42575445	FAM109B
17	6815954	7020839	C17orf49
17	36586259	36862183	SRCIN1
6	37300995	37550603	FTSJD2
7	65858693	66060461	GS1-124K5.4
12	57292618	57500230	ZBTB39
11	47340320	47547993	PSMC3
1	182892597	183214727	LAMC1
3	14983967	15206842	MRPS25
1	212437273	212688243	TMEM206
15	75916318	76120029	ODF3L1
5	132057833	132266590	SHROOM1
15	75082346	75291798	MPI
13	41382294	41595910	SUGT1P3
5	10095233	10297740	CTD-2199O4.3
6	138078423	138288841	RP11-356I2.4
19	6367219	6581798	DENND1C
2	201589396	201792061	RP11-469M7.1
12	6502522	6741121	NCAPD2
19	5487011	5722938	SAFB2
5	156412843	156669880	HAVCR2
19	7641943	7844719	C19orf59
2	177992323	178357425	NFE2L2
7	111963023	112221072	IFRD1
6	32836437	33049282	BRD2
8	23286318	23532976	SLC25A37
12	11049094	11250474	TAS2R20
17	3663609	3898185	CAMKK1
5	60069658	60340900	ERCC8
11	118167810	118372610	RP11-770J1.5
14	74316629	74530373	COQ6
4	1183639	1433935	MAEA
15	30732296	30938172	AC026150.8
1	153433584	153640366	S100A2
20	42254804	42455638	GTSF1L
4	4169428	4391896	LYAR
6	35320138	35534880	FANCE
9	138906427	139110731	C9orf69
19	10096806	10303927	C19orf66
12	133687246	133887772	AC226150.4
3	133402877	133644616	SRPRB
19	35385688	35617375	GRAMD1A
1	27760546	28030942	AHDC1
6	27682822	27883267	HIST1H2BM
2	43901178	44137149	DYNC2LI1
9	5781596	6107901	KIAA2026
9	136171186	136383164	REXO4
12	56515799	56723638	OBFC2B
16	4411681	4645764	NMRAL1
19	37307231	37588834	ZNF568
19	17479578	17716977	SLC27A1
17	67140576	67423323	ABCA5
18	3147528	3356234	MYL12A
12	53474484	53683208	ZNF740
11	74599179	74829938	NEU3
9	127614380	128005785	SCAI
1	150518701	150769672	GOLPH3L
2	17835125	18066632	GEN1
7	47975108	48200901	C7orf57
11	46767963	46995947	RP11-411D10.1
13	41690825	41937742	MTRF1
14	90428109	90752201	KCNK13
13	113448692	113854053	MCF2L
1	89890395	90163423	LRRC8B
18	29892145	30093199	AC021224.1
17	27852956	28357170	SSH2
17	79959346	80270689	CCDC57
6	37350696	37567700	CCDC167
21	43724008	43967791	UBASH3A
1	235172651	235392251	TOMM20
4	128738960	128987150	MFSD8
20	1190619	1409883	SDCBP2
8	117678742	117961702	UTP23
1	202760228	202997764	KLHL12
2	113303434	113521404	SLC20A1
4	145788264	146119693	ANAPC10
19	22767969	22969468	AC011467.1
1	234992978	235195736	RP11-443B7.2
14	91236799	91626980	RPS6KA5
1	159041399	159273103	CADM3
14	65353438	65629368	FNTB
9	131609977	131869375	NUP188
8	77493454	77879521	ZFHX4
20	4995599	5207272	PCNA
5	34948861	35330794	PRLR
8	146098975	146328281	ZNF252
15	33503163	34258303	RYR3
3	183253356	183498733	KLHL24
17	8180838	8386568	RPL26
7	755528	1036072	SUN1
14	102505840	102791184	WDR20
3	112609765	112833907	GTPBP8
7	64738712	64966038	ZNF92
17	79102077	79312891	C17orf56
7	30637601	30897218	INMT
19	24116276	24412643	ZNF254
1	157546271	157770775	FCRL3
18	9813999	10060018	VAPA
19	11157444	11366484	SPC24
17	43231760	43439479	TEX34
7	91641473	91908845	LRRD1
6	52028807	52249582	MCM3
3	9721544	9934695	TADA3
10	22534399	22843153	SPAG6
14	75248594	75470448	DLST
1	159073097	159276290	DARC
10	105971894	106198162	ITPRIP
10	71111229	71367425	TSPAN15
20	62579076	62780994	SOX18
11	63770660	63986645	FLRT1
1	1089289	1309265	UBE2J2
19	57886988	58106048	ZNF419
6	166633216	166856079	SFT2D1
7	32424951	32634895	LSM5
17	17015526	17240502	FLCN
1	43172723	43382954	CCDC23
12	26172959	26378060	BHLHE41
18	60956423	61189693	VPS4B
19	1129178	1337990	C19orf26
8	145439954	145650573	DGAT1
1	217704666	218145038	SPATA17
4	141104880	141394514	RP11-425I13.3
8	81782526	82124303	PAG1
9	95046249	95266978	OGN
22	26895242	27114052	CRYBB1
12	104749073	105255792	CHST11
17	26800133	27003952	ALDOC
16	591813	798474	FAM195A
9	130477291	130717035	ENG
17	56397529	56665759	HSF5
2	73200510	73483849	RAB11FIP5
5	140653651	140992546	PCDHGA6
19	33764609	33973591	CEBPG
4	42299856	42504504	SHISA3
10	70380769	70652134	CCAR1
19	2411218	2802746	GNG7
2	24190454	24399313	AC008073.5
11	111552919	111850145	ALG9
3	10234815	10462862	SEC13
1	117352679	117632980	PTGFRN
19	4260370	4500522	SH3GL1
2	191108196	191336391	INPP1
1	109002711	109287522	FAM102B
17	59919967	60242643	MED13
7	129936375	130182274	CEP41
1	234682035	234918922	RP4-781K5.4
16	2406253	2609980	RP11-715J22.4
14	59795740	60032060	GPR135
2	62627356	62839029	TMEM17
11	107097071	107428572	CWF19L2
2	98230023	98456325	ZAP70
8	145062629	145273218	KIAA1875
15	23710454	23973064	MKRN3
4	178130990	178384097	NEIL3
2	242812834	243019427	AC093642.3
10	122116466	122449367	PPAPDC1A
12	123219000	123447507	HIP1R
4	77256253	77804406	SHROOM3
1	28963133	29196287	YTHDF2
11	107993211	108339829	ATM
17	72099721	72306676	RPL38
5	133350402	133587556	TCF7
7	98914362	99163820	PTCD1
18	70103915	70311774	CBLN2
6	31456672	31660762	NCR3
11	394512	607300	RNH1
16	84055886	84278797	HSDL1
11	126073647	126315644	DCPS
8	98185717	98390176	TSPYL5
19	36247810	36458048	KIRREL2
3	52188437	52422036	WDR82
21	46240966	46449593	AL844908.5
16	23364079	23568927	CTD-2270L9.4
1	111891486	112105395	ATP5F1
11	113158513	113371140	ANKK1
14	24483404	24694451	DCAF11
14	39634488	39956156	CTAGE5
19	29997170	30208162	POP4
16	67328322	67550736	ZDHHC1
15	90795477	91009324	ZNF774
7	100069855	100283776	LRCH4
17	6799384	7014055	ALOX12
16	57910339	58122020	TEPP
2	99800701	100021205	LYG1
2	43349541	43553748	ZFP36L2
20	3027165	3240543	FASTKD5
13	35416424	36347159	NBEA
17	62394374	62602484	DDX5
10	80405	400577	ZMYND11
3	49611435	49821396	APEH
2	197527756	197764449	GTF3C3
7	5214000	5443696	SLC29A4
2	26580071	26881566	OTOF
1	27619148	27822318	GPR3
12	62002040	62772931	FAM19A2
1	211456145	211705878	LINC00467
4	1519642	1786029	FAM53A
1	173984438	174229142	RP11-160H22.5
9	123870075	124195121	GSN
8	54858938	55114577	LYPLA1
8	22825742	23041132	RP11-875O11.2
1	6550784	6774667	KLHL21
19	6394331	6602330	TUBB4A
19	49419237	49620347	LHB
12	112023857	112294903	ACAD10
17	42903360	43125082	KIF18B
4	147075127	147543123	SLC10A7
3	51982935	52190566	DUSP7
1	200420628	200689862	KIF14
2	198264718	198468181	HSPE1
7	75428518	75716173	POR
9	112906091	113118920	TXN
1	24380647	24614449	IL28RA
1	44586742	44920932	ERI3
3	119943356	120168186	LRRC58
2	223189236	223525667	SGPP2
15	72010737	72215725	CTD-2524L6.3
11	123399895	123625952	SCN3B
16	30994746	31200949	PRSS53
1	167398914	167623004	CREG1
11	60046003	60285161	MS4A14
14	96052754	96258965	TCL1B
9	126919885	127215586	NEK6
17	71088771	71304646	COG1
13	50489390	50695058	KCNRG
19	50310086	50532786	NUP62
2	1535659	1848624	PXDN
5	150300124	150508554	GPX3
6	35604809	35816856	ARMC12
1	150682181	150949244	ARNT
7	154620208	154841618	AC093726.6
3	170506204	170726482	EIF5A2
12	125378246	125615684	BRI3BP
19	43879255	44109087	PHLDB3
12	50131573	50336912	BCDIN3D
11	107082858	107286997	RP11-819C21.1
12	121358121	121577045	OASL
8	130128728	130353496	RP11-1057N3.1
17	79889532	80092077	RAC3
5	57778048	58255213	RAB3C
12	79868759	80184877	PAWR
1	32437632	32668467	TMEM39B
16	69910291	70199851	RP11-419C5.2
1	229466992	229669845	ACTA1
9	108356825	108638893	TMEM38B
15	83684320	83976770	RP11-382A20.3
5	171369077	171715390	STK10
6	143647078	143871810	ADAT2
19	51276689	51483822	KLK2
17	79745713	79949462	ALYREF
8	22198332	22498652	PPP3CC
14	59962694	60437684	RTN1
1	153170338	153383194	PGLYRP3
6	148968464	149498126	UST
10	104121149	104339484	TMEM180
5	42941677	43145492	AC025171.1
3	43228004	43566256	SNRK
3	15322782	15569047	METTL6
19	51500863	51711647	CTU1
17	7241592	7449285	FGF11
15	43522872	43746096	ADAL
17	1437152	1649041	SCARF1
17	72644763	72865498	SLC9A3R1
17	78991095	79239877	AATK
7	98375556	98710866	TRRAP
9	134065081	134284649	PPAPDC3
11	93417393	93647861	MED17
4	6575178	6777774	AC093323.3
4	77035193	77332282	FAM47E
17	48248767	48458844	TMEM92
10	112227449	112464394	SMC3
1	110045889	110255679	GNAT2
16	11390261	11618038	CTD-3088G3.2
13	31674073	32006413	B3GALTL
11	119079241	119291799	MCAM
3	9844296	10058086	IL17RE
20	36049617	36252092	NNAT
13	25635822	25846426	FAM123A
1	167678625	167983453	ADCY10
18	43584298	43808299	HAUS1
21	34000426	34215433	GCFC1-AS1
17	6381468	6644247	KIAA0753
5	131791711	132080313	RAD50
14	77743032	77957840	SAMD15
6	89574246	89776685	AL079342.1
19	21805568	22050330	ZNF100
5	65122303	65478377	ERBB2IP
5	136987075	137190039	HNRNPA0
14	75430873	75645126	ZC2HC1C
3	122299465	122549687	PARP14
10	111952798	112164709	SMNDC1
12	123969078	124183116	TMED2
12	100322233	100636626	UHRF1BP1L
12	111698339	111906925	FAM109A
5	131909678	132118368	IL4
1	9611790	9889172	PIK3CD
10	81424486	81646199	RP11-119F19.2
1	21032972	21603377	EIF4G3
8	101293488	101526687	KB-173C10.2
10	90594831	90851147	ACTA2
15	64579947	64847502	TRIP4
3	134216643	135079309	EPHB1
10	81362983	81574437	FAM22B
9	21340440	21541315	IFNA1
1	10986580	11207290	MASP2
12	31844123	32045175	H3F3C
19	17292454	17498455	ANKLE1
11	62429016	62634182	POLR2G
12	117481146	117728336	FBXO21
16	13240173	13756775	U91319.1
19	17835589	18058880	JAK3
4	105289469	105516058	CXXC4
7	64154766	64394054	ZNF138
2	230799698	231033715	SLC16A14
2	219372488	219601907	PLCD4
4	39724483	40079576	PDS5A
4	880785	1098316	IDUA
7	149311872	149531664	KRBA1
16	84302133	84597793	ATP2C2
4	68381479	68666897	UBA6
14	64050932	64294757	SGPP1
1	92664522	92953730	RPAP2
15	65285338	65507535	UBAP1L
20	30227074	30489608	TPX2
17	76070161	76283285	TK1
22	18170418	18607325	XXbac-B461K10.4
17	79701035	79918570	P4HB
11	516565	726078	CDHR5
2	96840074	97071297	SNRNP200
3	44803361	45007162	TMEM42
18	8509443	8739380	RAB12
7	27465061	27802614	HIBADH
2	61304553	61514686	AHSA2
10	104078946	104282893	FBXL15
7	66700963	66905011	RP11-166O4.5
8	2423591	2685991	RP11-134O21.1
19	19212224	19414220	NR2C2AP
2	218799683	219055304	RUFY4
19	36108921	36329779	MLL4
7	66105720	66376423	RABGEF1
19	50068399	50277172	BCL2L12
1	36689335	36894818	AL591845.1
5	118504387	118830294	TNFAIP8
10	105056405	105306049	PDCD11
4	47742139	47946356	RP11-121C2.2
6	155478643	155735627	TFB1M
2	38422022	38704427	ATL2
1	155125770	155332221	SCAMP3
11	65490493	65729497	CFL1
16	21895186	22112433	PDZD9
9	74629511	74972109	GDA
1	113515831	113769822	LRIG2
9	103104560	103439918	TMEFF1
8	22371421	22574170	RP11-582J16.5
5	63964757	64414418	CWC27
7	12626481	12830559	ARL4A
3	171218195	171628740	PLD1
2	55363731	55596483	MTIF2
12	34090373	34309675	RP11-847H18.3
10	88095013	88381572	WAPAL
12	121547660	121771909	P2RX4
5	137567624	137785416	FAM53C
14	52681023	52895324	PTGER2
1	247479458	247712410	NLRP3
7	2619156	2904759	AMZ1
1	40666159	40883488	COL9A2
12	124055660	124292948	TCTN2
1	222631244	222863275	TAF1A
9	123051147	123442448	CDK5RAP2
10	104374297	104598951	SFXN2
2	10082976	10294963	KLF11
21	30276705	30491699	RWDD2B
8	38746327	38954343	TM2D2
19	35659896	35870718	USF2
19	36934518	37164197	ZNF529
4	25062263	25380714	PI4K2B
19	40434167	40662116	ZNF780B
5	156246293	156490266	TIMD4
8	23436206	23640440	NKX3-1
3	124349213	124564040	UMPS
1	93197597	93407481	RPL5
19	7441761	7653905	PEX11G
10	97851458	98131333	BLNK
1	175773898	175989649	RP11-318C24.2
14	68043518	68262531	RDH11
5	63361671	63768696	RNF180
3	23747394	24032807	UBE2E1
1	118372343	118603049	WDR3
1	90357722	90594097	ZNF326
2	27253624	27457543	PREB
22	50613408	50846056	PLXNB2
2	45068902	45273216	SIX3
20	32851041	33199198	ITCH
18	60090658	60345793	ZCCHC2
4	184674584	185044679	STOX2
1	203081955	203342769	CHIT1
2	122394679	122625429	TSN
15	75539296	75747592	NEIL1
19	16730787	17028774	NWD1
7	124362440	124670037	POT1
16	66685655	66888643	RP11-61A14.4
1	151275200	151531941	POGZ
8	23001150	23219512	CHMP7
10	82067585	82292753	FAM213A
17	71061160	71268060	SSTR2
19	3530182	3800463	PIP5K1C
15	31519058	31827868	KLF13
5	58164865	59917947	PDE4D
12	58020054	58222139	RP11-571M6.6
10	122510695	122769036	WDR11
19	18445198	18649111	ISYNA1
21	42576139	42829358	FAM3B
8	110274706	110642559	PKHD1L1
4	111186889	111586441	ENPEP
6	31414647	31627677	NFKBIL1
2	224516403	224802744	AP1S3
17	73026324	73227877	NT5C
20	49475363	49677820	MOCS3
22	20277669	20478803	AC023490.2
3	180219918	180435616	TTC14
6	28299707	28511279	ZSCAN23
3	61447243	62383288	PTPRG
9	119060439	119262885	PAPPA-AS1
11	6132565	6355941	FAM160A2
5	5040443	5420417	ADAMTS16
5	177457997	177677566	RMND5B
16	4281550	4505608	PAM16
1	153840010	154046839	CREB3L4
19	44170685	44385409	KCNN4
10	99372930	99584694	MARVELD1
19	19876714	20104292	ZNF253
17	48160650	48378993	COL1A1
4	88911416	89252474	ABCG2
19	11385383	11587627	SWSAP1
14	77407407	77635846	RP11-7F17.5
17	4740425	4943546	SLC25A11
1	174028548	175064445	RABGAP1L
1	160021360	160256767	ATP1A4
2	214041276	214248929	AC079610.2
1	159650722	159852333	DUSP23
18	66240925	66482535	TMX3
15	55395164	55711311	RAB27A
6	58172352	58387779	GUSBP4
17	33233009	33516334	RFFL
1	225897794	226133260	EPHX1
4	128444426	128737930	INTU
15	43785252	44088917	CKMT1B
19	52467719	52699018	ZNF841
1	76162567	76478923	MSH4
8	107671711	107882473	ABRA
11	8941071	9259661	SCUBE2
11	130956917	131159648	AP002856.4
16	10737643	10963208	NUBP1
12	3086521	3495730	TSPAN9
7	43698279	43946939	BLVRA
9	131773229	132011225	PPP2R4
19	16899826	17102830	F2RL3
1	154579902	154942756	KCNN3
7	99604693	99817464	TAF6
11	119152520	119497374	RP11-305N23.1
2	172540880	172964766	SLC25A12
4	4953169	5602725	STK32B
10	114610009	115027437	TCF7L2
1	145595798	145815614	CD160
1	113061795	113314241	CAPZA1
5	133606870	133827683	UBE2B
10	7730092	7949778	ATP5C1
2	65197835	65457240	RAB1A
2	118472226	118689955	DDX18
7	39563082	39847723	RALA
9	139277947	139480518	C9orf163
11	14565269	14992350	PDE3B
6	37037979	37243202	PIM1
16	23601647	23824821	ERN2
19	58470607	58697677	ZNF135
3	9304526	9528475	THUMPD3
18	9608228	9962553	RAB31
2	218890012	219101976	CXCR2
1	156082773	156313123	RP11-54H19.8
20	61767235	61971859	BIRC7
14	94305901	94510475	RP11-131H24.4
18	11751439	11954448	CHMP1B
1	54535333	54737997	AL357673.1
9	20241663	20722542	MLLT3
1	95348297	95638501	ALG14
17	73162313	73367303	MIF4GD
6	26427291	26627632	CTA-14H9.5
19	39928890	40130870	EID2
10	21681587	21886191	C10orf114
22	37971615	38175813	LGALS1
16	29128491	29331352	RP11-426C22.4
7	126886844	127171978	ZNF800
10	92879908	93144088	PCGF5
1	165531453	165768100	ALDH9A1
11	46199212	46442972	CREB3L1
19	37078530	37314248	ZNF567
17	36727961	36931187	C17orf96
2	217262912	217543903	RPL37A
9	139638867	139841797	C9orf172
19	58080303	58290519	ZSCAN4
17	61804810	62009386	PSMC5
14	64815824	65071931	ZBTB25
17	61409668	61623722	CYB561
19	7885194	8098843	SNAPC2
3	52638971	52842182	SPCS1
15	59787074	60032438	GCNT3
22	50889541	51101334	SYCE3
11	116614118	117069153	SIK3
6	33144917	33346602	B3GALT4
12	57045945	57281574	HSD17B6
1	45949518	46184566	NASP
1	245218287	245972733	KIF26B
3	58377841	58588087	KCTD6
6	6044318	6421246	F13A1
9	130456876	130676606	FPGS
1	213023862	213265379	VASH2
7	99145817	99377621	CYP3A5
11	64432078	64646258	SF1
19	4224041	4438847	STAP2
15	65850384	66184631	DENND4A
22	45459722	45683892	NUP50
6	118128689	118738839	SLC35F1
15	41501466	41724819	OIP5
3	196181056	196395545	WDR53
3	100845570	101139404	IMPG2
2	208586014	208787493	AC096772.6
10	25037554	25341533	PRTFDC1
17	79876579	80080794	STRA13
2	9624101	9871143	YWHAQ
8	143708621	143918345	C8orf55
8	67231824	67441212	RP11-346I3.4
16	30972813	31173451	AC135050.1
7	131085021	131342976	PODXL
16	89138175	89361900	CDH15
22	35553445	35791800	HMGXB4
1	636259	845541	RP11-206L10.8
1	28815835	29069597	TAF12
3	97440884	97694133	AC110491.1
6	119115384	119330332	ASF1A
5	127319458	127625380	SLC12A2
12	39843835	40113553	ABCD2
1	145109145	145419796	RP11-458D21.5
10	114033776	114288138	ACSL5
12	48003517	48219350	ENDOU
17	1377673	1632180	SLC43A2
7	135265985	135512952	SLC13A4
11	8832686	9041631	AKIP1
6	110401344	110675478	CDC40
2	95652952	95915179	MRPS5
14	55490828	55712126	LGALS3
20	44351853	44562384	TNNC2
20	35140721	35374619	SLA2
15	62044588	62452672	VPS13C
7	44902261	45118697	MYO1G
5	140687770	140992546	PCDHGB6
10	26832098	27042383	RP13-16H11.1
21	45427176	45651063	PWP2
19	56180507	56384545	CTD-2611O12.2
16	122846	323709	HBA2
15	64348011	64555404	PPIB
12	62554119	62911211	USP15
8	133597253	133872958	TMEM71
1	55122571	55330187	PARS2
6	43941650	44145689	RP5-1120P11.3
15	25172883	25377194	RP11-701H24.3
15	45284848	45506542	DUOX2
7	91400243	91610034	MTERF
19	35941096	36154560	ATP4A
12	123645528	123856881	CDK2AP1
3	121674213	121939983	CD86
2	207502487	207730271	MDH1B
19	56058954	56264527	CCDC106
17	79810388	80019716	NOTUM
12	50378755	50594495	SMARCD1
1	20878270	21088000	DDOST
17	36484720	36768628	ARHGAP23
1	26403894	26616377	CNKSR1
2	44295108	44571523	PPM1B
1	149713505	149914478	HIST2H2AA3
1	204272515	204480945	PPP1R15B
6	170499791	170816153	FAM120B
12	56373641	56597289	ERBB3
1	151412781	151656059	TUFT1
12	120534489	120739038	RPLP0
21	47509638	47713673	AP001468.1
16	4506491	4750318	C16orf96
2	68806733	69153965	ARHGAP25
2	85666288	85872403	MAT2A
16	69065194	69302941	CIRH1A
1	107582629	108126080	NTNG1
4	109441722	109651568	RPL34
9	132475222	132686413	TOR1A
19	39192312	39403740	LGALS4
4	71953003	72537804	SLC4A4
17	40603984	40807857	HSD17B1
4	129090392	129309984	PGRMC2
19	12142932	12367546	ZNF625
4	100637990	100891311	DAPP1
10	18848334	19070568	ARL5B
18	77815115	78105429	PARD6G
4	8083799	8342830	SH3TC1
22	35696056	35920495	MCM5
6	34333916	34603006	PACSIN1
13	29133241	29353062	POMP
8	54779112	55035089	TCEA1
20	2342280	2551499	SNRPB
1	158932274	159216886	AIM2
11	118937277	119154725	NLRX1
2	48657064	49103638	STON1-GTF2A1L
16	28843260	29050667	CD19
1	152928589	153130013	SPRR2A
9	131495221	131744773	CCBL1
7	149464786	149677699	RP4-751H13.6
2	231802205	232014434	C2orf72
17	17004309	17209646	PLD6
12	54048142	54255888	RP11-686F15.2
10	103485731	103703677	KCNIP2
6	160099530	160310781	TCP1
8	144716310	144928507	RP11-429J17.6
19	19156376	19402937	MEF2BNB-MEF2B
16	10754776	11012651	FAM18A
1	111925970	112206597	ADORA3
14	75941231	76145931	AC007182.6
11	63204281	63413934	RARRES3
11	45768669	46004798	CRY2
15	75866663	76105189	CSPG4
19	58815623	59018663	AC012313.1
1	113833371	114328545	MAGI3
3	88001094	88299035	CGGBP1
1	160940785	161159389	PVRL4
17	18327880	18530160	FAM106A
14	105967809	106171694	RP11-731F5.1
5	89711428	89925401	LYSMD3
11	117572445	117799413	FXYD2
7	32897017	33146543	FKBP9
1	161174525	161379762	MPZ
17	40619078	40825220	MLX
14	31394312	31662818	AP4S1
1	183341351	183667381	SMG7
6	31506805	31720482	BAG6
21	47555047	47806211	MCM3AP
17	3439762	3664836	CTNS
9	94987766	95482815	CENPP
1	153831575	154040188	SLC39A1
14	102128135	102494326	PPP2R5C
1	93545476	93844287	CCDC18
6	150163136	150370371	ULBP2
15	90973157	91288577	CRTC3
12	56111703	56315663	ORMDL2
15	43135095	43498311	UBR1
19	1007634	1274282	SBNO2
12	69764129	70073562	FRS2
19	45743998	45954778	KLC3
2	111390150	111975799	ACOXL
1	249044205	249253343	ZNF692
5	170714120	170938141	NPM1
4	16062128	16329033	TAPT1
3	16116156	16373499	GALNTL2
17	7206294	7407456	C17orf61
7	31626329	31848069	PPP1R17
2	86911729	87135519	CD8A
7	125978652	126993348	GRM8
12	57303784	57522667	TAC3
1	247008849	247271395	ZNF695
13	107094021	107320512	ARGLU1
1	160916736	161139760	ARHGAP30
5	610475	867067	ZDHHC11B
2	201617732	201829467	CLK1
17	20252708	20472296	LGALS9B
17	79881280	80089024	LRRC45
4	144157915	144495721	GAB1
13	21447171	21735718	LATS2
16	4797912	5032357	UBN1
7	55919486	56167874	GBAS
1	11233263	11456106	UBIAD1
6	7490432	7712091	SNRNP48
12	121063538	121277811	ACADS
11	112731997	113249158	NCAM1
1	145409752	145616076	GNRHR2
19	19187712	19403400	MEF2BNB
17	30078883	30286310	C17orf79
5	156464423	156686030	MED7
11	76677979	76937201	CAPN5
6	25863030	26085348	TRIM38
11	93294805	93563522	KIAA1731
9	123477774	123705229	PSMD5
4	39308473	39553156	KLB
12	49231472	49451247	AC073610.1
7	138815102	139092981	UBN2
19	46921936	47204457	AC011551.2
12	116871227	117074323	LINC00173
19	57642377	57846915	AURKC
1	22937332	23341818	EPHB2
19	10712112	10924113	QTRT1
20	54966548	55200981	GCNT7
3	12525100	12805725	RAF1
12	6796024	7029974	CD4
2	70214585	70416332	PCBP1
9	139196377	139405061	SDCCAG3
6	17659414	18087854	KIF13A
11	61460452	61734826	FADS2
16	48290275	48582313	SIAH1
2	74262525	74475121	BOLA3
2	208527310	208734287	FZD5
7	148404475	148681413	EZH2
